512,1768,618.5066666666667
512,1808,653.04
512,1840,694.8
512,2704,749.44
512,2680,796.0533333333333
512,2648,827.1733333333333
512,2696,826.16
512,5992,898.2933333333333
512,6104,979.52
512,5976,1109.0933333333332
512,6008,1131.0933333333332
512,6040,1232.16
512,6000,1307.9466666666667
512,12832,1398.2933333333333
512,8136,1696.5333333333333
512,5952,1665.3333333333333
512,17392,1938.8
512,17416,1821.2266666666667
512,27424,2188.6133333333332
512,37432,2426.0533333333333
512,47440,2633.8933333333334
512,57448,3711.8933333333334
512,64128,4724.266666666666
512,74136,7708.16
512,84144,6090.346666666666
512,94152,16063.946666666667
512,104160,15196.133333333333
512,114168,23553.493333333332
512,124176,6318.693333333334
512,134184,13837.546666666667
