592,1120,627.36
592,2392,670.2933333333333
592,2416,795.44
592,2336,1037.3066666666666
864,2144,1319.7066666666667
592,4552,1755.9466666666667
600,5424,2224.6666666666665
744,5448,2970.5866666666666
744,5016,3258.4266666666667
512,5368,2802.48
1128,5264,3543.733333333333
1128,5240,3508.826666666667
696,4664,3474.6666666666665
1224,4920,2711.4933333333333
592,5096,3528.56
592,5080,3662.346666666667
592,5888,4057.2
552,4688,3897.44
512,5496,3895.04
528,2552,3892.8
5296,5296,4374.586666666667
528,4704,3891.2
4296,5088,4085.866666666667
536,1120,631.3066666666666
512,1128,681.52
512,4544,945.36
520,4528,1416.7733333333333
1008,4472,2014.1866666666667
512,4448,2557.8933333333334
1128,5200,3130.56
512,4744,3472.96
552,5160,3532.32
512,5160,3488.72
552,5168,3528.346666666667
1128,5184,3711.04
512,5152,3777.173333333333
592,592,607.36
512,744,650.48
592,4112,962.88
592,4976,1455.1466666666668
1120,4904,2066.9866666666667
592,4576,2743.0666666666666
800,4488,3229.84
704,4976,3281.4666666666667
512,4528,3543.173333333333
512,3856,2286.3733333333334
744,4968,3616.9866666666667
688,4992,3788.4533333333334
1128,4800,3541.04
1120,592,642.3466666666667
512,1528,662.96
592,1608,805.44
512,3232,963.7866666666666
512,2352,1174.8533333333332
4504,4928,1431.2266666666667
1128,4928,1747.3333333333333
592,2304,1943.2266666666667
544,4896,2772.5066666666667
2272,5248,2699.1466666666665
536,4832,2991.2533333333336
1128,5224,3352.5333333333333
3984,5224,3554.693333333333
840,5248,3715.733333333333
536,5208,3568.88
1128,5160,3846.9066666666668
592,5520,3856.4533333333334
512,5136,3975.68
1128,5120,4058.5866666666666
1120,5112,4109.76
1128,5048,4059.52
3840,5416,4160.293333333333
512,512,597.1733333333333
592,1128,630.0533333333333
592,2384,826.5066666666667
592,4112,1066.16
592,4080,1476.5333333333333
512,5352,1764.64
4040,4040,2161.9733333333334
592,4456,2497.9466666666667
592,5280,2715.4933333333333
544,4312,2987.786666666667
1128,4776,3168.0266666666666
592,512,614.6133333333333
512,2384,650.7733333333333
1960,2368,847.12
2352,4512,1129.3333333333333
592,5776,1439.8666666666666
512,5816,1760.6933333333334
512,5648,2199.866666666667
584,5688,2614.5333333333333
592,5680,3106.6666666666665
512,5624,2871.8133333333335
536,4712,3734.2933333333335
512,4688,3659.7066666666665
592,5080,3878.1066666666666
832,5120,4162.826666666667
656,5048,4099.413333333333
592,5048,4107.973333333333
592,5040,4092.08
608,4712,3875.5733333333333
1128,5112,4116.64
528,5056,4107.1466666666665
3864,5072,4126.106666666667
1128,5096,4169.306666666666
592,5080,4121.92
592,5064,4130.213333333333
1120,4672,3817.7066666666665
1912,5048,4098.213333333333
1128,5064,4129.92
592,5096,4118.88
592,4648,3784.48
592,5024,4114.533333333334
3912,5112,4168.026666666667
512,512,608.3733333333333
592,2392,626.32
1544,2384,704.0
512,2376,798.72
1896,2320,974.6133333333333
544,18384,1221.8933333333334
2344,18336,1381.4933333333333
552,18328,1490.16
512,18384,1636.16
744,18344,1809.7066666666667
512,18360,2111.306666666667
512,18320,2621.786666666667
592,18312,3019.7066666666665
560,18336,3574.96
512,18152,4303.973333333333
592,512,615.7866666666666
920,512,609.8666666666667
512,1848,616.6933333333334
512,1864,640.4266666666666
512,2296,701.5466666666666
512,2272,746.3733333333333
512,5688,830.1333333333333
512,2688,867.1466666666666
512,2752,905.52
512,4376,979.6
512,5256,1036.5866666666666
512,5288,1013.9733333333334
512,7856,1062.8533333333332
512,7880,1034.88
512,7856,1102.3466666666666
512,7744,1209.6266666666668
512,7792,1306.0
512,7728,1445.8133333333333
512,7840,1512.2933333333333
512,8208,1716.24
512,7728,1782.1866666666667
512,8216,2039.0933333333332
512,8176,2088.0533333333333
512,18224,2519.733333333333
512,18416,2663.4933333333333
512,28424,2914.0
512,38432,3168.32
512,48440,3085.733333333333
512,49624,3618.9333333333334
512,49584,4688.08
512,49584,4822.533333333334
512,49416,6326.266666666666
512,49008,8309.386666666667
512,4304,1424.2933333333333
512,4368,1341.92
512,49400,6210.64
512,59632,11624.48
512,4256,1411.2533333333333
512,4272,1355.7866666666666
512,49520,5831.973333333333
512,49480,9972.4
512,69640,16874.933333333334
512,79648,19983.226666666666
512,89656,23436.48
512,99664,26467.786666666667
512,109672,25959.866666666665
512,119680,8203.946666666667
512,22440,1886.4266666666667
512,22656,2150.1866666666665
